player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Buddlite-BloodsailBuccaneers,5/16/20,20:35:50,1589693750-12,[Aegis of Preservation],19345,item:19345::::::::60,Mainspec,4,PRIEST,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:19288::::::::60:::11::::|h[Darkmoon Card: Blue Dragon]|h|r,|cff0070dd|Hitem:18469::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,1,false,Miscellaneous,Trinket,,Ebonroc
Buddlite-BloodsailBuccaneers,5/22/20,21:28:26,1590215306-19,[Mantle of Prophecy],16816,item:16816::::::::60,Mainspec,3,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:13013::::::::60:::::::|h[Elder Wizard's Mantle]|h|r,,1,false,Cloth,Shoulder,,Sulfuron Harbinger
Buddlite-BloodsailBuccaneers,5/29/20,21:31:17,1590820277-21,[The Eye of Divinity],18646,item:18646::::::::60,Mainspec,0,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:19288::::::::60:::11::::|h[Darkmoon Card: Blue Dragon]|h|r,|cff0070dd|Hitem:18469::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,1,false,Miscellaneous,Trinket,,Majordomo Executus
Buddlite-BloodsailBuccaneers,5/30/20,18:48:29,1590896909-7,[Boots of Transcendence],16919,item:16919::::::::60,Mainspec,5,PRIEST,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:19897:851:::::::60:::::::|h[Betrayer's Boots]|h|r,,1,false,Cloth,Feet,,Broodlord Lashlayer
Buddlite-BloodsailBuccaneers,5/30/20,21:14:34,1590905674-21,[Robes of Transcendence],16923,item:16923::::::::60,Mainspec,5,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:14154:928:::::::60:::::::|h[Truefaith Vestments]|h|r,,1,false,Cloth,Chest,,Nefarian
Mhforateen-BloodsailBuccaneers,5/22/20,20:22:23,1590211343-1,[Tome of Tranquilizing Shot],16665,item:16665::::::::60,Pass,0,WARRIOR,Molten Core-40 Player,Lucifron,9,409,40,,,PASS,false,Book,,,Lucifron
Tzan-BloodsailBuccaneers,3/14/20,18:27:06,1584242826-4,[Head of Onyxia],18422,item:18422::::::::60,Mainspec/Need,2,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Tzan-BloodsailBuccaneers,4/04/20,17:51:54,1586055114-5,[Deathbringer],17068,item:17068::::::::60,Mainspec,5,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:19103:1900:::::::60:::14::::|h[Frostbite]|h|r,|cff0070dd|Hitem:15853::::::::60:::11::::|h[Windreaper]|h|r,1,false,One-Handed Axes,One-Hand,,Onyxia
Tzan-BloodsailBuccaneers,4/11/20,19:54:28,1586667268-13,[Draconic Avenger],19354,item:19354::::::::60,Offspec,5,WARRIOR,Blackwing Lair-40 Player,Firemaw,9,469,40,|cffa335ee|Hitem:17068:1900:::::::60:::::::|h[Deathbringer]|h|r,|cff0070dd|Hitem:19103:1900:::::::60:::14::::|h[Frostbite]|h|r,2,false,Two-Handed Axes,Two-Hand,PVP,Firemaw
Tzan-BloodsailBuccaneers,4/18/20,21:24:40,1587277480-26,[Boots of the Shadow Flame],19381,item:19381::::::::60,Mainspec,5,WARRIOR,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13967:464:::::::60:::1::::|h[Windreaver Greaves]|h|r,,1,false,Leather,Feet,,Nefarian
Tzan-BloodsailBuccaneers,5/01/20,22:24:30,1588404270-23,[Wristguards of True Flight],18812,item:18812::::::::60,Mainspec,5,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13400:927:::::::60:::1::::|h[Vambraces of the Sadist]|h|r,,1,false,Mail,Wrist,,Majordomo Executus
Tzan-BloodsailBuccaneers,5/16/20,21:26:13,1589696773-21,"[Crul'shorukh, Edge of Chaos]",19363,item:19363::::::::60,Mainspec,6,WARRIOR,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:17068:1900:::::::60:::::::|h[Deathbringer]|h|r,|cff0070dd|Hitem:19103:1900:::::::60:::14::::|h[Frostbite]|h|r,1,false,One-Handed Axes,One-Hand,MY ULTIMATE WEAPON!!!,Nefarian
Tzan-BloodsailBuccaneers,6/06/20,20:29:21,1591507761-13,[Drake Fang Talisman],19406,item:19406::::::::60,Mainspec,4,WARRIOR,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:20130::::::::60:::11::::|h[Diamond Flask]|h|r,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,1,false,Miscellaneous,Trinket,,Ebonroc
Tzan-BloodsailBuccaneers,6/13/20,20:52:38,1592113958-23,[Head of Nefarian],19002,item:19002::::::::60,Mainspec,0,WARRIOR,Blackwing Lair-40 Player,Nefarian,9,469,40,,,1,false,Quest,,,Nefarian
Tzan-BloodsailBuccaneers,6/13/20,21:22:42,1592115762-28,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Penguins-BloodsailBuccaneers,3/27/20,22:21:44,1585380104-21,[Ancient Petrified Leaf],18703,item:18703::::::::60,Mainspec,6,HUNTER,Molten Core-40 Player,Majordomo Executus,9,409,40,,,1,false,Quest,,,Majordomo Executus
Penguins-BloodsailBuccaneers,4/04/20,17:51:45,1586055105-4,[Head of Onyxia],18422,item:18422::::::::60,Mainspec,1,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Bluhealz-BloodsailBuccaneers,5/29/20,21:00:08,1590818408-13,[Boots of Prophecy],16811,item:16811::::::::60,Mainspec,4,PRIEST,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:22859::::::::60:::14::::|h[Blood Guard's Satin Walkers]|h|r,,1,false,Cloth,Feet,,Shazzrah
Bluhealz-BloodsailBuccaneers,5/29/20,21:14:44,1590819284-15,[Mantle of Prophecy],16816,item:16816::::::::60,Mainspec,3,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:13185::::::::60:::1::::|h[Sunderseer Mantle]|h|r,,1,false,Cloth,Shoulder,,Sulfuron Harbinger
Bluhealz-BloodsailBuccaneers,5/29/20,21:25:06,1590819906-20,[Robes of Prophecy],16815,item:16815::::::::60,Mainspec,3,PRIEST,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:13346::::::::60:::1::::|h[Robes of the Exalted]|h|r,,1,false,Cloth,Chest,,Golemagg the Incinerator
Mervana-BloodsailBuccaneers,5/01/20,20:31:33,1588397493-0,[Tome of Tranquilizing Shot],16665,item:16665::::::::60,Pass,0,MAGE,Molten Core-40 Player,Lucifron,9,409,40,,,PASS,false,Book,,,Lucifron
Mervana-BloodsailBuccaneers,5/01/20,21:33:59,1588401239-13,[Arcanist Mantle],16797,item:16797::::::::60,Mainspec,4,MAGE,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:18681::::::::60:::1::::|h[Burial Shawl]|h|r,,1,false,Cloth,Shoulder,,Baron Geddon
Shevin-BloodsailBuccaneers,4/10/20,20:43:22,1586583802-9,[Earthfury Bracers],16840,item:16840::::::::60,Mainspec,3,SHAMAN,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:18525::::::::60:::1::::|h[Bracers of Prosperity]|h|r,,1,false,Mail,Wrist,,Magmadar
Shevin-BloodsailBuccaneers,4/11/20,20:49:30,1586670570-18,[Epaulets of Ten Storms],16945,item:16945::::::::60,Mainspec,5,SHAMAN,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:18810::::::::60:::::::|h[Wild Growth Spaulders]|h|r,,1,false,Mail,Shoulder,,Chromaggus
Shevin-BloodsailBuccaneers,4/11/20,21:45:29,1586673929-22,[Breastplate of Ten Storms],16950,item:16950::::::::60,Mainspec,6,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16841::::::::60:::::::|h[Earthfury Vestments]|h|r,,1,false,Mail,Chest,,Nefarian
Shevin-BloodsailBuccaneers,4/18/20,18:49:05,1587268145-5,[Red Dragonscale Protector],19348,item:19348::::::::60,Mainspec,5,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:19142::::::::60:::::::|h[Fire Runed Grimoire]|h|r,,1,false,Shields,Off Hand,,Vaelastrasz the Corrupt
Shevin-BloodsailBuccaneers,4/24/20,19:43:43,1587789823-1,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Shevin-BloodsailBuccaneers,4/25/20,18:18:34,1587871114-1,[Bracers of Ten Storms],16943,item:16943::::::::60,Mainspec,6,SHAMAN,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:19830::::::::60:::11::::|h[Zandalar Augur's Bracers]|h|r,,1,false,Mail,Wrist,this gives 3/8 tier 2 .. huge set bonus!!,Razorgore the Untamed
Shevin-BloodsailBuccaneers,4/25/20,18:40:13,1587872413-4,[Belt of Ten Storms],16944,item:16944::::::::60,Mainspec,4,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:16838::::::::60:::::::|h[Earthfury Belt]|h|r,,1,false,Mail,Waist,,Vaelastrasz the Corrupt
Shevin-BloodsailBuccaneers,4/26/20,18:23:44,1587957824-2,[Legplates of Ten Storms],16946,item:16946::::::::60,Mainspec,6,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18386::::::::60:::1::::|h[Padre's Trousers]|h|r,,1,false,Mail,Legs,,Ragnaros
Shevin-BloodsailBuccaneers,5/02/20,19:02:54,1588478574-7,[Greaves of Ten Storms],16949,item:16949::::::::60,Mainspec,4,SHAMAN,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:18102::::::::60:::1::::|h[Dragonrider Boots]|h|r,,1,false,Mail,Feet,,Broodlord Lashlayer
Shevin-BloodsailBuccaneers,5/02/20,19:30:10,1588480210-9,[Ring of Blackrock],19397,item:19397::::::::60,Mainspec,5,SHAMAN,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff1eff00|Hitem:7553::::::::60:::::::|h[Band of the Unicorn]|h|r,|cff0070dd|Hitem:13178::::::::60:::1::::|h[Rosewine Circle]|h|r,1,false,Miscellaneous,Finger,,Firemaw
Shevin-BloodsailBuccaneers,5/02/20,20:11:30,1588482690-11,[Gauntlets of Ten Storms],16948,item:16948::::::::60,Mainspec,6,SHAMAN,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:18730::::::::60:::1::::|h[Shadowy Laced Handwraps]|h|r,,1,false,Mail,Hands,,Ebonroc
Shevin-BloodsailBuccaneers,5/08/20,20:35:04,1589002504-9,[Deep Earth Spaulders],18829,item:18829::::::::60,Offspec,4,SHAMAN,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:12927::::::::60:::1::::|h[Truestrike Shoulders]|h|r,,2,false,Mail,Shoulder,,Magmadar
Shevin-BloodsailBuccaneers,5/15/20,20:35:01,1589607301-9,[Earthfury Legguards],16843,item:16843::::::::60,Minor Upgrade,3,SHAMAN,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:15062::::::::60:::::::|h[Devilsaur Leggings]|h|r,,3,false,Mail,Legs,,Magmadar
Shevin-BloodsailBuccaneers,5/15/20,20:49:38,1589608178-15,[Earthfury Bracers],16840,item:16840::::::::60,Minor Upgrade,1,SHAMAN,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:12966:927:::::::60:::1::::|h[Blackmist Armguards]|h|r,,3,false,Mail,Wrist,,Gehennas
Shevin-BloodsailBuccaneers,5/16/20,19:59:25,1589691565-10,[Natural Alignment Crystal],19344,item:19344::::::::60,Mainspec,5,SHAMAN,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:18471::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:11819::::::::60:::1::::|h[Second Wind]|h|r,1,false,Miscellaneous,Trinket,,Firemaw
Tsimnoom-BloodsailBuccaneers,4/17/20,21:10:27,1587190227-21,[Arcanist Crown],16795,item:16795::::::::60,Mainspec,3,MAGE,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:18727::::::::60:::1::::|h[Crimson Felt Hat]|h|r,,1,false,Cloth,Head,,Garr
Tsimnoom-BloodsailBuccaneers,4/17/20,21:32:36,1587191556-26,[Arcanist Gloves],16801,item:16801::::::::60,Mainspec,3,MAGE,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:13253::::::::60:::1::::|h[Hands of Power]|h|r,,1,false,Cloth,Hands,,Shazzrah
Decandt-BloodsailBuccaneers,3/29/20,19:50:48,1585543848-6,[Interlaced Shadow Jerkin],19439,item:19439::::::::60,Mainspec,5,DRUID,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:13944:928:::::::60:::1::::|h[Tombstone Breastplate]|h|r,,1,false,Leather,Chest,,Flamegor
Decandt-BloodsailBuccaneers,5/01/20,19:46:07,1588394767-1,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Pass,0,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,PASS,false,Quest,,,Onyxia
Decandt-BloodsailBuccaneers,5/01/20,19:48:52,1588394932-2,[Head of Onyxia],18422,item:18422::::::::60,Mainspec,0,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Decandt-BloodsailBuccaneers,5/01/20,19:48:59,1588394939-3,[Stormrage Cover],16900,item:16900::::::::60,Offspec,5,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:22718::::::::60:::::::|h[Blooddrenched Mask]|h|r,,2,false,Leather,Head,,Onyxia
Decandt-BloodsailBuccaneers,5/01/20,20:33:52,1588397632-2,[Heavy Dark Iron Ring],18879,item:18879::::::::60,Mainspec,3,DRUID,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:18500::::::::60:::1::::|h[Tarnished Elven Ring]|h|r,|cff0070dd|Hitem:19925::::::::60:::::::|h[Band of Jin]|h|r,1,false,Miscellaneous,Finger,,Lucifron
Decandt-BloodsailBuccaneers,5/01/20,21:33:55,1588401235-12,[Cenarion Spaulders],16836,item:16836::::::::60,Offspec,4,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,|cff1eff00|Hitem:15055:2483:::::::60:::::::|h[Volcanic Shoulders]|h|r,,2,false,Leather,Shoulder,,Baron Geddon
Decandt-BloodsailBuccaneers,5/01/20,22:24:23,1588404263-22,[Fireguard Shoulders],19139,item:19139::::::::60,Mainspec,6,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:12927:2483:::::::60:::1::::|h[Truestrike Shoulders]|h|r,,1,false,Leather,Shoulder,,Majordomo Executus
Decandt-BloodsailBuccaneers,5/01/20,22:56:32,1588406192-27,[Essence of the Pure Flame],18815,item:18815::::::::60,Mainspec,5,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11810::::::::60:::1::::|h[Force of Will]|h|r,|cff1eff00|Hitem:19120::::::::60:::11::::|h[Rune of the Guard Captain]|h|r,1,false,Miscellaneous,Trinket,,Ragnaros
Decandt-BloodsailBuccaneers,5/08/20,20:27:29,1589002049-6,[Cenarion Boots],16829,item:16829::::::::60,Offspec,4,DRUID,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:19906:1887:::::::60:::::::|h[Blooddrenched Footpads]|h|r,,2,false,Leather,Feet,,Lucifron
Decandt-BloodsailBuccaneers,5/08/20,21:22:48,1589005368-19,[Cenarion Gloves],16831,item:16831::::::::60,Offspec,5,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:19686::::::::60:::::::|h[Primal Batskin Gloves]|h|r,,2,false,Leather,Hands,,Shazzrah
Decandt-BloodsailBuccaneers,5/15/20,20:26:00,1589606760-6,[Wristguards of Stability],19146,item:19146::::::::60,Mainspec,4,DRUID,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:12966:1885:::::::60:::1::::|h[Blackmist Armguards]|h|r,,1,false,Leather,Wrist,,Lucifron
Decandt-BloodsailBuccaneers,5/15/20,21:03:12,1589608992-17,[Aged Core Leather Gloves],18823,item:18823::::::::60,Mainspec,5,DRUID,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:19686::::::::60:::::::|h[Primal Batskin Gloves]|h|r,,1,false,Leather,Hands,,Garr
Decandt-BloodsailBuccaneers,5/29/20,20:25:51,1590816351-3,[Eskhandar's Right Claw],18203,item:18203::::::::60,Offspec,3,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:19944:2564:::::::60:::::::|h[Nat Pagle's Fish Terminator]|h|r,,2,false,Fist Weapons,Main Hand,,Magmadar
Decandt-BloodsailBuccaneers,5/30/20,19:01:22,1590897682-9,[Stormrage Handguards],16899,item:16899::::::::60,Offspec,5,DRUID,Blackwing Lair-40 Player,Firemaw,9,469,40,|cffa335ee|Hitem:18823:1887:::::::60:::::::|h[Aged Core Leather Gloves]|h|r,,2,false,Leather,Hands,,Firemaw
Halpin-BloodsailBuccaneers,3/13/20,23:01:30,1584172890-24,[The Eye of Divinity],18646,item:18646::::::::60,Mainspec/Need,0,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:11832::::::::60:::1::::|h[Burst of Knowledge]|h|r,|cff0070dd|Hitem:12930::::::::60:::1::::|h[Briarwood Reed]|h|r,1,false,Miscellaneous,Trinket,,Clothie-BloodsailBuccaneers
Halpin-BloodsailBuccaneers,3/13/20,23:29:41,1584174581-27,[Choker of the Fire Lord],18814,item:18814::::::::60,Mainspec/Need,3,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19426::::::::60:::11::::|h[Orb of the Darkmoon]|h|r,,1,false,Miscellaneous,Neck,,Ragnaros
Halpin-BloodsailBuccaneers,3/20/20,21:52:13,1584773533-17,[Manastorm Leggings],18872,item:18872::::::::60,Minor Upgrade,4,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:12965::::::::60:::1::::|h[Spiritshroud Leggings]|h|r,,3,false,Cloth,Legs,,Sulfuron Harbinger
Halpin-BloodsailBuccaneers,3/21/20,20:25:55,1584854755-6,[Bracers of Arcane Accuracy],19374,item:19374::::::::60,Mainspec,6,PRIEST,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:14629:1884:::::::60:::1::::|h[Necropile Cuffs]|h|r,,1,false,Cloth,Wrist,,Broodlord Lashlayer
Halpin-BloodsailBuccaneers,3/27/20,22:07:57,1585379277-19,[Robes of Prophecy],16815,item:16815::::::::60,Offspec,6,PRIEST,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:18385:928:::::::60:::1::::|h[Robe of Everlasting Night]|h|r,,2,false,Cloth,Chest,,Golemagg the Incinerator
Halpin-BloodsailBuccaneers,4/04/20,18:29:47,1586057387-8,[Mantle of the Blackwing Cabal],19370,item:19370::::::::60,Mainspec,4,PRIEST,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff1eff00|Hitem:14112::::::::60:::::::|h[Felcloth Shoulders]|h|r,,1,false,Cloth,Shoulder,,Razorgore the Untamed
Halpin-BloodsailBuccaneers,4/11/20,20:50:07,1586670607-21,[Shimmering Geta],19391,item:19391::::::::60,Mainspec,4,PRIEST,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:18735:851:::::::60:::1::::|h[Maleki's Footwraps]|h|r,,1,false,Cloth,Feet,,Chromaggus
Halpin-BloodsailBuccaneers,4/18/20,20:33:24,1587274404-17,[Ring of Blackrock],19397,item:19397::::::::60,Mainspec,4,PRIEST,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:12545::::::::60:::11::::|h[Eye of Orgrimmar]|h|r,|cff0070dd|Hitem:18103::::::::60:::1::::|h[Band of Rumination]|h|r,1,false,Miscellaneous,Finger,,Flamegor
Halpin-BloodsailBuccaneers,4/24/20,20:37:26,1587793046-8,[Tome of Tranquilizing Shot],16665,item:16665::::::::60,Autopass,0,PRIEST,Molten Core-40 Player,Lucifron,9,409,40,,,AUTOPASS,false,Book,,,Lucifron
Halpin-BloodsailBuccaneers,5/22/20,19:47:05,1590209225-1,[Halo of Transcendence],16921,item:16921::::::::60,Offspec,1,PRIEST,Onyxia's Lair-40 Player,Unknown,9,249,40,|cff0070dd|Hitem:18727::::::::60:::1::::|h[Crimson Felt Hat]|h|r,,2,false,Cloth,Head,,Halpin-BloodsailBuccaneers
Halpin-BloodsailBuccaneers,5/30/20,18:48:32,1590896912-8,[Boots of Transcendence],16919,item:16919::::::::60,Offspec,4,PRIEST,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:19684:851:::::::60:::::::|h[Bloodvine Boots]|h|r,,2,false,Cloth,Feet,,Broodlord Lashlayer
Halpin-BloodsailBuccaneers,6/13/20,20:51:49,1592113909-21,[Cloak of the Brood Lord],19378,item:19378::::::::60,Mainspec,4,PRIEST,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:15138:2463:::::::60:::::::|h[Onyxia Scale Cloak]|h|r,,1,false,Cloth,Back,,Nefarian
Maiatzuka-BloodsailBuccaneers,3/20/20,22:01:40,1584774100-19,[Breastplate of Might],16865,item:16865::::::::60,Offspec,5,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:15050:928:::::::60:::::::|h[Black Dragonscale Breastplate]|h|r,,2,false,Plate,Chest,,Golemagg the Incinerator
Maiatzuka-BloodsailBuccaneers,4/03/20,19:49:03,1585975743-0,[Helm of Wrath],16963,item:16963::::::::60,Offspec,2,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:18817::::::::60:::::::|h[Crown of Destruction]|h|r,,2,false,Plate,Head,,Onyxia
Maiatzuka-BloodsailBuccaneers,4/10/20,19:45:50,1586580350-5,[Eskhandar's Collar],18205,item:18205::::::::60,Offspec,4,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,2,false,Miscellaneous,Neck,,Onyxia
Maiatzuka-BloodsailBuccaneers,4/11/20,21:45:47,1586673947-24,"[Ashkandi, Greatsword of the Brotherhood]",19364,item:19364::::::::60,Mainspec,6,WARRIOR,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:18822:1900:::::::60:::::::|h[Obsidian Edged Blade]|h|r,,1,false,Two-Handed Swords,Two-Hand,,Nefarian
Maiatzuka-BloodsailBuccaneers,4/18/20,20:05:25,1587272725-12,[Myrmidon's Signet],2246,item:2246::::::::60,Mainspec,3,WARRIOR,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:13095::::::::60:::::::|h[Assault Band]|h|r,|cff0070dd|Hitem:17713::::::::60:::1::::|h[Blackstone Ring]|h|r,1,false,Miscellaneous,Finger,,Firemaw
Maiatzuka-BloodsailBuccaneers,4/24/20,20:43:47,1587793427-13,[Legplates of Might],16867,item:16867::::::::60,Offspec,5,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:15052::::::::60:::::::|h[Black Dragonscale Leggings]|h|r,,2,false,Plate,Legs,,Magmadar
Maiatzuka-BloodsailBuccaneers,4/24/20,22:06:37,1587798397-28,[Pauldrons of Might],16868,item:16868::::::::60,Offspec,2,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:15051::::::::60:::::::|h[Black Dragonscale Shoulders]|h|r,,2,false,Plate,Shoulder,,Sulfuron Harbinger
Maiatzuka-BloodsailBuccaneers,4/24/20,22:25:51,1587799551-32,[Ancient Petrified Leaf],18703,item:18703::::::::60,Autopass,0,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,,,AUTOPASS,false,Quest,,,Majordomo Executus
Maiatzuka-BloodsailBuccaneers,4/26/20,18:24:02,1587957842-4,[Onslaught Girdle],19137,item:19137::::::::60,Mainspec,4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13142::::::::60:::1::::|h[Brigam Girdle]|h|r,,1,false,Plate,Waist,,Ragnaros
Maiatzuka-BloodsailBuccaneers,5/02/20,18:17:33,1588475853-2,[The Untamed Blade],19334,item:19334::::::::60,Minor Upgrade,3,WARRIOR,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,"|cffa335ee|Hitem:19364:1900:::::::60:::::::|h[Ashkandi, Greatsword of the Brotherhood]|h|r",,3,false,Two-Handed Swords,Two-Hand,,Razorgore the Untamed
Maiatzuka-BloodsailBuccaneers,5/30/20,21:15:27,1590905727-24,[Head of Nefarian],19002,item:19002::::::::60,Mainspec,0,WARRIOR,Blackwing Lair-40 Player,Nefarian,9,469,40,,,1,false,Quest,,,Nefarian
Maiatzuka-BloodsailBuccaneers,6/13/20,20:25:25,1592112325-18,[Chromatic Boots],19387,item:19387::::::::60,Mainspec,4,WARRIOR,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:13070:464:::::::60:::1::::|h[Sapphiron's Scale Boots]|h|r,,1,false,Plate,Feet,,Chromaggus
Zombiebite-BloodsailBuccaneers,5/01/20,20:39:47,1588397987-3,[Medallion of Steadfast Might],17065,item:17065::::::::60,Offspec,4,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:13177::::::::60:::1::::|h[Talisman of Evasion]|h|r,,2,false,Miscellaneous,Neck,,Magmadar
Zombiebite-BloodsailBuccaneers,5/01/20,22:14:01,1588403641-21,[Blastershot Launcher],17072,item:17072::::::::60,Mainspec,4,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:18388::::::::60:::1::::|h[Stoneshatter]|h|r,,1,false,Guns,,,Golemagg the Incinerator
Zombiebite-BloodsailBuccaneers,5/22/20,20:54:05,1590213245-12,[Drillborer Disk],17066,item:17066::::::::60,Offspec,3,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:871::::::::60:::::::|h[Flurry Axe]|h|r,,2,false,Shields,Off Hand,,Garr
Zombiebite-BloodsailBuccaneers,5/29/20,19:41:22,1590813682-4,[Eskhandar's Collar],18205,item:18205::::::::60,Offspec,2,WARRIOR,Kalimdor-,Onyxia,0,1,0,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,2,false,Miscellaneous,Neck,,Onyxia
